15
16
	0	0	0	0	24464779623474072463580194246098468121413626198777371090636865568149002388736	17598238745174621630216916548642741872601147893385090500345253935380572915651	4842075287873832881575753071919577034102185493057479082485865467402038351328	20758504408561913131732892697719553185557252169001537584606267774830284521811	1401444776564242068467534001118108089831532639200006206577935961885369626118	22656458484092694585544961568054092539166951202126008954200589275481484394589	26620543166727779611753029167652054918559671355803561144034781633386172208524	28826153354241116578982223072054954874128321527158604442942692966695118997304	12538434186518995872639188883536185872147028885125562835558282823837230552425	17715811013232412270173062493946981787007841260698295191886795938986316598438	25153834528238352025091411039949114579843839670440790727153524232958326376354	0
	0	1	1	1	15169848490103410683043230145582538047215043320272739313395529430476563282504	14720090550839134474314868340156220337824596418183423476962537016397637565389	25043554027826001264448032009180386869091983851086686174062128557747583850464	27573015078986294973228099603371633732953709685569118422332061286623057576591	27622498731851873160416011052877497435478242587522103989248948746761191024477	22493463325416121106975868482079532397334586002618970857361246079168766055165	21977603448355629419894035686682606559695324450535918040404971463590176951045	1188663090926881473131228472054283262535642464015267113582488119138041024549	7443975996981274252314336470570142137049244606780934357667983189405414102225	11607737992335981899562892402426726168946073278049691071699993083227401466197	10259286018219287193521372334817708600292061113139715565886739459056390122000	0
	0	1	0	0	6467514197499581113928113843086605619044678594635026658167022964917468751759	7972676502515507517612032286034807960404289882827808763620980004596063631561	1137404168784577374299902395034248852478754215613844645218499213835646488227	13259286069387392307440030591046959238473132266831695977264329271643317943815	18604985808225227013719360713929999978736692892499778273334212362645812286171	16571560313715574034629389344249034318624511638664419088687051641104793081526	2715240144305368229405892685779096410012670007595689553817270862535635898102	27398522800225744613519788295707975075477015062353959431634043595305909534501	15261562013005433109016888028675742648609208456378558274787668464091859176582	5764401040579135327591231545661637197588130880985428952278610689607780978942	6340628298233333413765635074318997746700876267460596247632819778795973116873	0
	0	0	0	17668432170184578313289564380490352719089269633575383828890530455298125767187	12179956162262548076875703396312181017111922886846683085673892571751318757949	21180961608961689232750008335389971141103474026847239610151369915160589583495	4318078879344949278131434936798933445080305513118872312941841417881832339395	11492906537460384789967033657016723837752246683242682461526417103240032013268	5789909012220562746281296557045348793585701731636083385782852366668254162275	12502667726640100926914955101015204186136007776289139665057450519084737663800	2705910194530057564872427797921976277451251968101919010888637930740895126307	27660259786804187756338457909799187924509180757733908300000316198642055118819	784983225993680306345022012461137708075268298687552923061354077099737127353	15100081715346806098249647667607074498063039553032545579203174395644447524167	0	0
	0	0	0	2679051828580048734367045352251924130811743615394904215894246793190012911931	4722603698391502642745838642231327139521529307734817588829845523608357451749	22406948342966979132841385419582102219723327036620995682564251732906312283489	206227033492288178041034752310025343270815537569800464831510832331744133648	11605842264628654312177281409377444898941209915420396212338118758068283271055	26872233909904116902194928282423978575518759859293938584849930490160990750502	14510245717534488274427380072678221596874517065507155708613795589524679696903	10027132833743195258144120863557401724444862593441021743450960522537736168045	10670113355951242949984731257703284467659887590625831607944193829636863797729	14228900032110193058976539268128604854244536594745746080600693211519522169592	7901301283956093441592941841167788820166538780564845993274585298431663955759	0	0
	0	0	0	15520296727349477128542247359791558357351987017238487789057712569647697969028	18472707866282337834573973811437558470051033705951464552622936647089283599962	12717345561151490921491253019130085673641308047112455044729403944180641776411	3973553201731641807215905773544695447833582531130308806397912140960674550944	21927380732206749972325830283257793010950602405970124440687175864897851734870	14054396717891241292221355480643767515705045004477108912790514954248702968191	2572129727146662603419449814780420694101421114018458206766569975788466947835	1347605586898415114969520580042529149625036456895905515984678614866212951811	16993064901254166973200214415454881309383406785740889200103266023274221061299	3183421326594118627994196606675599356891515005586432270428354058651141933354	2566893453076083585899108655783262832602628613958070893361850292433466477005	0	0
	0	0	0	18679100057164630779930250734854217012936173721603214225133310702484333809609	12415732844035503381578599850909789013778453783175518189278538578512520768846	14678205079876815007702903312174213210498036637027825774727513742356192905313	6620050492719055039979716114997711330109318852899143892783291549223942349146	3237974717824256235683854523737580558424212840932503395147480326255938580940	20403379916681378071645751251760137820460636577771740294533961155536016308156	17952586719405084258134122481190919212629794769190929969003594647869330558498	9666196741199841164868656489368424166184568665919561237254940583796262748990	18563346998935954644806720144361107855357912633274159862294558198410391887366	4281949895376125965863769852468549677685814839987774177915752340453689922596	28696064008612817074129054417971166731835928236528743302550926054529629460312	0	0
	0	0	0	8896617627203180900061247539471920607292774916250880699557688242817950446039	21491261755103797536843393370864613999514910870069918520029205461919602332796	23905471442973939864121212687052083076049683479488091141531166851017209548962	14977456190180529030962910184471175263100263393273538565879905339344436888374	22041983160001633027329165369632630180237601455418011311202956065884813814151	23701740319909847028629978369182837650752278512956225997672442814720160033376	23603568654199765938415900080669199298119453460596964546136404423972187158705	9586652446720074218146185496913130865109250719285979660281586874784162571634	6984140109572490387182537498609349033531596044991958204467528585772098879718	22730155682796556921772716569119679738452213510258518466809685294356111532522	1727453643712511329229145698315115373026974097193088912763989398003082660612	0	0
	0	0	0	2395825364656782390275773057374055286371214497856569684792646388968597842931	27949490474988326748015811355266929306430869170355692659164127980175171634238	4844190577801895579852373623340073630230679149814307859418008404898215285728	26018672264750063667515769936049919149292915472296867078984418416125957794480	3053953412198559680581145394487652295255404200821207707439359756173230767194	26559847083279884732660164712545267899049785121584333742450447801679036694516	21278014294885052862451274225972964765930824805154003252490458696482722139647	14546709213721070315933460844496817317076177463845619853745072206938504922940	21772957988782876458134508746791807080032331663190055778551625551233256013271	16243022131203675095103177190444111170008754864165601602730431815570404931435	26565128330253838722061122944747722635166797470498593866254515672662028820021	0	0
	0	0	0	9334171039198426330776513279450047022800643391282073929242194300724786790268	8486441947225465121577400012219662794175313266516759991488818226448532561356	2488106789493135917346425717475164205704057734976717501805965969929386580034	20398838684269998654200835804192951579215676740186141053797200989288694931088	26519832391245564216827926111580650818666735532076689562383836368133078526471	24975388391140828397475483096502732530198537643200602508641927817361539221524	10111312700007870033771514901514955318908935900776937152683821556132316348033	22207167111999884949761249484422093179747568612221809034651949241613199181238	22601113948071890821652352680413462845201131205656194225424855444363386795251	13561021830647014531836208450065216689429694711561153921499440772585956611398	27248906732689978172039199088790089741609234065855680527987501204282473231094	0	0
	0	0	0	313299670570812813015185454694543489814375849862950886929196965729218899732	5793653173770360661876040589651284068971116482345844914535292816574707342219	18445974413027666222135531597356581192409473640670790549927246616142534319723	7292166461922429812608906114677451417513981352303109514936073491936991838101	20374714485100106110180418767045621104344833822087771880274713053050612393024	25733006920343639271964639327637740831417024528237558976222005336886178374115	8918613155550068133742815854486113639601148008282891937889552895102151795360	7817088071920839052588468221383831434070964086617817608055347308056194118614	26610102497703773594395465566435512099917468839429322054962487526316583705452	24691691103794877635171244411818467085267469507761650103847952812058166818599	381103504342496771066084115421849059891814610008436751499779420657134014177	0	0
	0	0	0	8209347118405581141866876863251506800545433265695449617056336809989493609512	13943555212693245392258624421879718774086157903358323731693841173506432955871	8459317505225865039043020835281199528949350098176092883524656384133288766810	4942705038040193320336504223329352571643627981233787667164136152881822216624	672855233203332803795818042329326812590560105944741781003179738746340959463	16127600108691406397834776402698142481503017987535390371244291645916343279211	8112803776075484744143930588172746688627281220249611265555595226761605591798	7046846804760747162727484964910908243947210216448289284435943479415733900957	22719940968448868807011851499441256607387870098014744325402994104185409027584	23690985884016767553511762192979739562390914049388312954776665141806570038380	14293672030994298877748288818985706405518131120881185271704091467876955943259	0	0
	0	0	0	3671576041836036530532179503668993929541051423473160633064404191352198957003	18768969523004383728368741042208979213753614561278604888201915392472647751674	5427921284210623995651055359334576303989542233299528870109177207893407217267	8762311978750676671836747281383161317344902605687141986617333367558520067175	16733577677357537111577312926121538392935605369014941113072282095634309454458	21791833683946359653617050161446695517921469709526971484902531268863742794351	19598988144813026235750465455071133563322359283726553501172488939491861996663	3347585142146484787660122519227126978272099624622992830272263792881133046975	10040099404043612559613825136664758197439075670727066463940145195133572648587	9115518328701520255716312910981229308835302952632235436677420108314573014700	8716173396602515491475826332163229235884393688119555734585277320287926494800	0	0
	0	0	0	7742450776879487336311230723684244027645824049598444415713178568845247982495	17688596607091235026530810029629004829951598008938671143542610607352680895544	25301310634138849671846770112668072827982551131797189059262672195541906189736	8906082140734805582103327088241546563758160233383967492395454799682179372864	28652636480440485832797203903863303090078775309445728248995685519678609957900	14083950016867553651932020574802578185179905522741068201137655703202723924827	28894174641332814212864638010944257493811146334693110097234080744396318337731	18044599700151958607084881320678801061042724606205495162259654809026961534290	11645993808230076109660649361660912946848625015056744743609854231726957356495	6394788730616538685701183954062672234238523083372289616874436667721914958900	17750236322174621087538162967217549389749727596254753176112956594472540513694	0	0
	0	0	0	18600896844454316367822111349036311511855751605265491220469580142604205558531	24153415991815249625812721772969573281718834848901447369516559632536714438310	5152968859131589852414976371948489961832097500203098573349926570079418841183	11007771508932963826657540787023032153418397238821158462328507342762240806516	8545963417063836862450116532510986792965207419811467962508319555188745098400	1349783823873608544557145297560181851993297881555030241257446284263803277639	13793232460158533519887034761311968982727224278183322782294830780003846175381	23712346811399471615786856936381619443078247484470315095841771976647955767877	4312823655376577800345173327164714357483321746796294558110348741738085343286	9834181547888648728031002169867934964804793889508956769970008310973257828254	14014744516968106265969283168473452905274297302001975765240798957890123725345	0	0
	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
